input,language,dialect,originregion
Vamos à praia apanhar um sol?,Portuguese,Angolan,Angola
A comida angolana é muito saborosa e picante.,Portuguese,Angolan,Angola
Os músicos angolanos são muito talentosos,Portuguese,Angolan,Angola
Preciso de ir à quitanda comprar frutas frescas.,Portuguese,Angolan,Angola
As festas populares em Luanda são muito animadas.,Portuguese,Angolan,Angola
Hoje está um calor insuportável!,Portuguese,Angolan,Angola
Vou dar uma volta no musseque.,Portuguese,Angolan,Angola
Os jovens praticam muito futebol nas ruas.,Portuguese,Angolan,Angola
As paisagens em Benguela são deslumbrantes.,Portuguese,Angolan,Angola
A música kuduro é muito popular em Angola.,Portuguese,Angolan,Angola
"Amanhã é dia de feira, tenho que ir comprar peixe.",Portuguese,Angolan,Angola
Os vendedores ambulantes vendem de tudo nas ruas.,Portuguese,Angolan,Angola
Vamos dançar kizomba hoje à noite?,Portuguese,Angolan,Angola
O trânsito em Luanda é caótico.,Portuguese,Angolan,Angola
Estou com vontade de comer uma muamba.,Portuguese,Angolan,Angola
A cultura angolana é rica e diversificada.,Portuguese,Angolan,Angola
As crianças brincam felizes no quintal.,Portuguese,Angolan,Angola
Os barcos pesqueiros saem cedo para o mar.,Portuguese,Angolan,Angola
A língua nacional de Angola é o umbundo.,Portuguese,Angolan,Angola
A hospitalidade angolana é conhecida em todo o mundo.,Portuguese,Angolan,Angola
Vamos à praia amanhã?,Portuguese,Mozambican,Mozambique
A comida moçambicana é muito saborosa.,Portuguese,Mozambican,Mozambique
Os músicos moçambicanos são talentosos.,Portuguese,Mozambican,Mozambique
Preciso de ir ao mercado comprar legumes.,Portuguese,Mozambican,Mozambique
As festas em Maputo são animadas.,Portuguese,Mozambican,Mozambique
Hoje está muito calor!,Portuguese,Mozambican,Mozambique
Vou dar uma volta pelo bairro.,Portuguese,Mozambican,Mozambique
Os jovens jogam muito futebol nas ruas.,Portuguese,Mozambican,Mozambique
As praias em Inhambane são bonitas.,Portuguese,Mozambican,Mozambique
A música marrabenta é popular em Moçambique.,Portuguese,Mozambican,Mozambique
"Amanhã é dia de mercado, tenho que ir comprar peixe.",Portuguese,Mozambican,Mozambique
Os vendedores vendem de tudo nas ruas.,Portuguese,Mozambican,Mozambique
Vamos dançar marrabenta hoje à noite?,Portuguese,Mozambican,Mozambique
O trânsito em Maputo é caótico.,Portuguese,Mozambican,Mozambique
Estou com vontade de comer matapa.,Portuguese,Mozambican,Mozambique
A cultura moçambicana é rica.,Portuguese,Mozambican,Mozambique
As crianças brincam felizes na rua.,Portuguese,Mozambican,Mozambique
Os barcos de pesca saem cedo para o mar.,Portuguese,Mozambican,Mozambique
A língua nacional de Moçambique é o português.,Portuguese,Mozambican,Mozambique
A hospitalidade moçambicana é conhecida,Portuguese,Mozambican,Mozambique
Bo ta ba praia ma mi?,Portuguese,Cape Verdean,Cape Verde
Comida di Cabo Verde é bem gostoso.,Portuguese,Cape Verdean,Cape Verde
Musicians di Cabo Verde tem talento.,Portuguese,Cape Verdean,Cape Verde
Mesti bai merkadu pa comprá legumes.,Portuguese,Cape Verdean,Cape Verde
Festas na Mindelo é animado.,Portuguese,Cape Verdean,Cape Verde
Hoje ta fazê moito calor!,Portuguese,Cape Verdean,Cape Verde
Bôs ta dá um volta pa bairro.,Portuguese,Cape Verdean,Cape Verde
Juventude ta joga futebol na rua.,Portuguese,Cape Verdean,Cape Verde
Praias na ilha di Boa Vista é bonito.,Portuguese,Cape Verdean,Cape Verde
Música funaná é popular na Cabo Verde.,Portuguese,Cape Verdean,Cape Verde
"Amanhã é dia di merkadu, mesti bai comprá pexe.",Portuguese,Cape Verdean,Cape Verde
Vendê nan di tud pa rua.,Portuguese,Cape Verdean,Cape Verde
Nós ta dança funaná hoje na noite?,Portuguese,Cape Verdean,Cape Verde
Trafego na Praia é caótico.,Portuguese,Cape Verdean,Cape Verde
To com vontade di cumê cachupa.,Portuguese,Cape Verdean,Cape Verde
Cultura di Cabo Verde é rico.,Portuguese,Cape Verdean,Cape Verde
Nós criancinhas ta brincá na rua cu alegria.,Portuguese,Cape Verdean,Cape Verde
Barcos di pexe saí cedo pa mar.,Portuguese,Cape Verdean,Cape Verde
Língua oficial di Cabo Verde é português.,Portuguese,Cape Verdean,Cape Verde
Hospitalidade di Cabo Verde é conhecido,Portuguese,Cape Verdean,Cape Verde
Bô ka vai pa praia ku mi?,Portuguese,Guinea-Bissauan,Guinea-Bissau
Comida di Guiné-Bissau é gostoso.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Músicos di Guiné-Bissau tem talento.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Mesti bai merkadu pa comprá legumes.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Festas na Bissau é animado.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Hoje ta fazê moito calor!,Portuguese,Guinea-Bissauan,Guinea-Bissau
Bô ta dá um volta pa bairro.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Juventude ta joga futebol na rua.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Praias na ilha di Bubaque é bonito.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Música gumbe é popular na Guiné-Bissau.,Portuguese,Guinea-Bissauan,Guinea-Bissau
"Amanhã é dia di merkadu, mesti bai comprá pexe.",Portuguese,Guinea-Bissauan,Guinea-Bissau
Vendê nan di tud pa rua.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Nós ta dança gumbe hoje na noite?,Portuguese,Guinea-Bissauan,Guinea-Bissau
Trafego na Bissau é caótico.,Portuguese,Guinea-Bissauan,Guinea-Bissau
To com vontade di cumê canja di galinha.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Cultura di Guiné-Bissau é rico.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Nós criancinhas ta brincá na rua cu alegria.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Barcos di pexe saí cedo pa mar.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Língua oficial di Guiné-Bissau é português.,Portuguese,Guinea-Bissauan,Guinea-Bissau
Hospitalidade di Guiné-Bissau é conhecido,Portuguese,Guinea-Bissauan,Guinea-Bissau
"Я пошел в метро, чтобы доехать до Красной Площади",Russian,Muscovite,"Moscow, Russia"
Давай встретимся у статуи Петра Великого,Russian,Muscovite,"Moscow, Russia"
Мы пошли на прогулку в парк Горького.,Russian,Muscovite,"Moscow, Russia"
"Завтра будет тепло, пойдем в Центральный парк культуры и отдыха имени Горького.",Russian,Muscovite,"Moscow, Russia"
Пойдем выпьем кофе в кофейню на Арбате.,Russian,Muscovite,"Moscow, Russia"
Мы собираемся посетить Кремль и посмотреть на Кремлевский собор.,Russian,Muscovite,"Moscow, Russia"
Завтра будет фестиваль современного искусства в парке Горького.,Russian,Muscovite,"Moscow, Russia"
Давай сходим на выставку в Третьяковскую галерею.,Russian,Muscovite,"Moscow, Russia"
Я забронировал столик в итальянском ресторане на Тверской улице.,Russian,Muscovite,"Moscow, Russia"
Пойдем посмотрим на исторический музей,Russian,Muscovite,"Moscow, Russia"
Мы собираемся пойти в кино на новый фильм.,Russian,Muscovite,"Moscow, Russia"
Давай прогуляемся вдоль реки Москвы,Russian,Muscovite,"Moscow, Russia"
Я купил билеты на концерт в Крокус Сити Холл,Russian,Muscovite,"Moscow, Russia"
Пойдем покатаемся на лыжах в парке Лосиный остров,Russian,Muscovite,"Moscow, Russia"
Завтра будет ярмарка народных ремесел на Красной Площади,Russian,Muscovite,"Moscow, Russia"
"Давай сходим в театр на балет ""Лебединое озеро",Russian,Muscovite,"Moscow, Russia"
Мы собираемся пойти в кафе на Тверской бульвар,Russian,Muscovite,"Moscow, Russia"
Я собираюсь посетить Московский зоопарк в выходной день,Russian,Muscovite,"Moscow, Russia"
Давай прогуляемся в Александровский сад и посмотрим на Памятник Александру Первому,Russian,Muscovite,"Moscow, Russia"
Я хочу сходить на выставку в музей Искусства модерна.,Russian,Muscovite,"Moscow, Russia"
Я собираюсь пойти на прогулку по Невскому проспекту,Russian,St. Petersburg,"St. Petersburg, Russia"
Давай встретимся у Эрмитажа,Russian,St. Petersburg,"St. Petersburg, Russia"
"Завтра будет дождь, лучше останемся дома",Russian,St. Petersburg,"St. Petersburg, Russia"
Мы собираемся посетить Петропавловскую крепость,Russian,St. Petersburg,"St. Petersburg, Russia"
Пойдем выпьем кофе в кафе на улице Рубинштейна,Russian,St. Petersburg,"St. Petersburg, Russia"
Я хочу посетить Центральный музей Военно-морского флота,Russian,St. Petersburg,"St. Petersburg, Russia"
Давай сходим на концерт в Мариинский театр,Russian,St. Petersburg,"St. Petersburg, Russia"
Мы собираемся посетить Петергоф и посмотреть на фонтаны,Russian,St. Petersburg,"St. Petersburg, Russia"
Я забронировал столик в ресторане на Невском проспекте,Russian,St. Petersburg,"St. Petersburg, Russia"
Пойдем посмотрим на Зимний дворец,Russian,St. Petersburg,"St. Petersburg, Russia"
Мы собираемся пойти в Этнографический музей,Russian,St. Petersburg,"St. Petersburg, Russia"
Давай прогуляемся по Александровскому парку.,Russian,St. Petersburg,"St. Petersburg, Russia"
Я купил билеты на спектакль в Александринский театр,Russian,St. Petersburg,"St. Petersburg, Russia"
Пойдем покатаемся на лошадях в Таврический сад,Russian,St. Petersburg,"St. Petersburg, Russia"
Завтра будет ярмарка на Дворцовой площади.,Russian,St. Petersburg,"St. Petersburg, Russia"
Давай сходим в Павильон № 5 на Васильевском острове,Russian,St. Petersburg,"St. Petersburg, Russia"
Мы собираемся пойти в кино на новый фильм в Галактику.,Russian,St. Petersburg,"St. Petersburg, Russia"
"Я собираюсь посетить Эрарта, музей современного искусства",Russian,St. Petersburg,"St. Petersburg, Russia"
Давай прогуляемся по Набережной реки Фонтанки,Russian,St. Petersburg,"St. Petersburg, Russia"
Я хочу сходить на выставку в Русский музей.,Russian,St. Petersburg,"St. Petersburg, Russia"
"Я пойду за покупками на рынок ""Центральный",Russian,Siberian,"Novosibirsk, Russia"
Давай встретимся у статуи Ленина на площади,Russian,Siberian,"Novosibirsk, Russia"
"Завтра будет морозно, лучше оденься потеплее.",Russian,Siberian,"Novosibirsk, Russia"
Мы собираемся поехать на отдых в горы.,Russian,Siberian,"Novosibirsk, Russia"
Пойдем выпьем чаю в кафе на Красной Площади,Russian,Siberian,"Novosibirsk, Russia"
Я хочу посетить Музей Сибирской Железной Дороги,Russian,Siberian,"Novosibirsk, Russia"
Давай сходим на концерт в Филармонию,Russian,Siberian,"Novosibirsk, Russia"
Мы собираемся поехать в купаться в горячие источники,Russian,Siberian,"Novosibirsk, Russia"
Я забронировал столик в ресторане на проспекте Ленина.,Russian,Siberian,"Novosibirsk, Russia"
Пойдем посмотрим на Академгородок.,Russian,Siberian,"Novosibirsk, Russia"
Мы собираемся пойти на выставку в Государственный художественный музей,Russian,Siberian,"Novosibirsk, Russia"
Давай прогуляемся по набережной Оби.,Russian,Siberian,"Novosibirsk, Russia"
Я купил билеты на спектакль в Театр Драмы.,Russian,Siberian,"Novosibirsk, Russia"
Пойдем покатаемся на лыжах в парке Горького.,Russian,Siberian,"Novosibirsk, Russia"
Завтра будет ярмарка на Площади Ленина,Russian,Siberian,"Novosibirsk, Russia"
Давай сходим в кафе на Красной улице,Russian,Siberian,"Novosibirsk, Russia"
"Мы собираемся пойти в кино на новый фильм в Кинотеатр ""Победа""",Russian,Siberian,"Novosibirsk, Russia"
Я собираюсь посетить Зоопарк в выходной день,Russian,Siberian,"Novosibirsk, Russia"
Давай прогуляемся по Центральному парку культуры и отдыха.,Russian,Siberian,"Novosibirsk, Russia"
Я хочу сходить на выставку в Галерею Современного Искусства.,Russian,Siberian,"Novosibirsk, Russia"
Я собираюсь поехать на прогулку по горам Урала,Russian,Ural,"Yekaterinburg, Russia"
Давай встретимся у памятника Гагарину на площади,Russian,Ural,"Yekaterinburg, Russia"
"Завтра будет холодно, лучше надень теплую куртку",Russian,Ural,"Yekaterinburg, Russia"
Мы собираемся поехать на рыбалку на озеро Чебаркуль,Russian,Ural,"Yekaterinburg, Russia"
Пойдем выпьем чаю в кафе на улице Ленина,Russian,Ural,"Yekaterinburg, Russia"
Я хочу посетить Музей Ельцина в центре города,Russian,Ural,"Yekaterinburg, Russia"
Давай сходим на концерт в Филармонию,Russian,Ural,"Yekaterinburg, Russia"
Мы собираемся поехать в горы на каток,Russian,Ural,"Yekaterinburg, Russia"
Я забронировал столик в ресторане на улице Кирова,Russian,Ural,"Yekaterinburg, Russia"
Пойдем посмотрим на Дом Розы,Russian,Ural,"Yekaterinburg, Russia"
Мы собираемся пойти на выставку в Государственный музей изобразительных искусств,Russian,Ural,"Yekaterinburg, Russia"
Давай прогуляемся по набережной Исети.,Russian,Ural,"Yekaterinburg, Russia"
Я купил билеты на спектакль в Театр Драмы,Russian,Ural,"Yekaterinburg, Russia"
Пойдем покатаемся на лыжах в парке Победы.,Russian,Ural,"Yekaterinburg, Russia"
Завтра будет ярмарка на Площади Революции,Russian,Ural,"Yekaterinburg, Russia"
Давай сходим в кафе на Комсомольской улице,Russian,Ural,"Yekaterinburg, Russia"
"Мы собираемся пойти в кино на новый фильм в Кинотеатр ""Октябрь""",Russian,Ural,"Yekaterinburg, Russia"
Я собираюсь посетить Зоопарк в выходной день,Russian,Ural,"Yekaterinburg, Russia"
Давай прогуляемся по Парку Культуры и Отдыха.,Russian,Ural,"Yekaterinburg, Russia"
Я хочу сходить на выставку в Галерею Современного Искусства.,Russian,Ural,"Yekaterinburg, Russia"
Я собираюсь пойти на прогулку по набережной Волги.,Russian,Volga,"Volga Region, Russia"
Давай встретимся у памятника Пушкину на набережной.,Russian,Volga,"Volga Region, Russia"
"Завтра будет солнечно, лучше оденься по-легче",Russian,Volga,"Volga Region, Russia"
Мы собираемся поехать на пикник к Волге,Russian,Volga,"Volga Region, Russia"
Пойдем выпьем чаю в кафе на проспекте Ленина,Russian,Volga,"Volga Region, Russia"
Я хочу посетить Музей Воды и Промышленности на Волге,Russian,Volga,"Volga Region, Russia"
Давай сходим на концерт в Филармонию,Russian,Volga,"Volga Region, Russia"
Мы собираемся поехать в Парк Победы на Волге.,Russian,Volga,"Volga Region, Russia"
Я забронировал столик в ресторане на набережной.,Russian,Volga,"Volga Region, Russia"
Пойдем посмотрим на Кремль,Russian,Volga,"Volga Region, Russia"
Мы собираемся пойти на выставку в Государственный Художественный Музей,Russian,Volga,"Volga Region, Russia"
Давай прогуляемся по пешеходной улице Ленина,Russian,Volga,"Volga Region, Russia"
Я купил билеты на спектакль в Театр Драмы.,Russian,Volga,"Volga Region, Russia"
Пойдем покатаемся на лодке по Волге,Russian,Volga,"Volga Region, Russia"
Завтра будет ярмарка на площади Ленина.,Russian,Volga,"Volga Region, Russia"
Давай сходим в кафе на проспекте Победы,Russian,Volga,"Volga Region, Russia"
"Мы собираемся пойти в кино на новый фильм в Кинотеатр ""Родина""",Russian,Volga,"Volga Region, Russia"
Я собираюсь посетить Зоопарк в выходной день,Russian,Volga,"Volga Region, Russia"
Давай прогуляемся по Центральному парку культуры и отдыха.,Russian,Volga,"Volga Region, Russia"
Я хочу сходить на выставку в Галерею Современного Искусства,Russian,Volga,"Volga Region, Russia"
Я собираюсь на рыбалку на озеро Байкал.,Russian,Far Eastern,"Vladivostok, Russia"
Давай встретимся у памятника Ленину на набережной,Russian,Far Eastern,"Vladivostok, Russia"
"Завтра будет дождь, лучше возьмем зонтик",Russian,Far Eastern,"Vladivostok, Russia"
Мы собираемся поехать в горы на Камчатку,Russian,Far Eastern,"Vladivostok, Russia"
Пойдем выпьем чаю в кафе на улице Ленина.,Russian,Far Eastern,"Vladivostok, Russia"
Я хочу посетить Музей Дальнего Востока в центре города.,Russian,Far Eastern,"Vladivostok, Russia"
Давай сходим на концерт в Филармонию,Russian,Far Eastern,"Vladivostok, Russia"
Мы собираемся поехать на остров Сахалин на выходные,Russian,Far Eastern,"Vladivostok, Russia"
Я забронировал столик в ресторане на проспекте Ленина,Russian,Far Eastern,"Vladivostok, Russia"
Пойдем посмотрим на Кремль.,Russian,Far Eastern,"Vladivostok, Russia"
Мы собираемся пойти на выставку в Региональный музей изобразительных искусств,Russian,Far Eastern,"Vladivostok, Russia"
Давай прогуляемся по пешеходной улице Ленина.,Russian,Far Eastern,"Vladivostok, Russia"
Я купил билеты на спектакль в Театр Драмы,Russian,Far Eastern,"Vladivostok, Russia"
Пойдем покатаемся на лыжах в парке Горького,Russian,Far Eastern,"Vladivostok, Russia"
Завтра будет ярмарка на Площади Ленина,Russian,Far Eastern,"Vladivostok, Russia"
Давай сходим в кафе на проспекте Победы,Russian,Far Eastern,"Vladivostok, Russia"
"Мы собираемся пойти в кино на новый фильм в Кинотеатр ""Синема Парк""",Russian,Far Eastern,"Vladivostok, Russia"
Я собираюсь посетить Зоопарк в выходной день.,Russian,Far Eastern,"Vladivostok, Russia"
Давай прогуляемся по Центральному парку культуры и отдыха,Russian,Far Eastern,"Vladivostok, Russia"
Я хочу сходить на выставку в Галерею Современного Искусства,Russian,Far Eastern,"Vladivostok, Russia"
Я собираюсь на прогулку по набережной Балтийского моря,Russian,Baltic,"Saint Petersburg, Russia"
Давай встретимся у памятника Петру I на набережной.,Russian,Baltic,"Saint Petersburg, Russia"
"Завтра будет прохладно, лучше оденься потеплее",Russian,Baltic,"Saint Petersburg, Russia"
Мы собираемся поехать на отдых на Куршскую косу,Russian,Baltic,"Saint Petersburg, Russia"
Пойдем выпьем чаю в кафе на улице Невского.,Russian,Baltic,"Saint Petersburg, Russia"
Я хочу посетить Музей мирового океана на Васильевском острове,Russian,Baltic,"Saint Petersburg, Russia"
Давай сходим на концерт в Филармонию.,Russian,Baltic,"Saint Petersburg, Russia"
Мы собираемся поехать в Янтарный край на экскурсию,Russian,Baltic,"Saint Petersburg, Russia"
Я забронировал столик в ресторане на проспекте Мира,Russian,Baltic,"Saint Petersburg, Russia"
Пойдем посмотрим на Петропавловскую крепость.,Russian,Baltic,"Saint Petersburg, Russia"
Мы собираемся пойти на выставку в Эрмитаж,Russian,Baltic,"Saint Petersburg, Russia"
Давай прогуляемся по Малой морской улице,Russian,Baltic,"Saint Petersburg, Russia"
Я купил билеты на спектакль в Александринский театр.,Russian,Baltic,"Saint Petersburg, Russia"
Пойдем покатаемся на лодке по реке Неве.,Russian,Baltic,"Saint Petersburg, Russia"
Завтра будет ярмарка на Площади Восстания,Russian,Baltic,"Saint Petersburg, Russia"
Давай сходим в кафе на улице Рубинштейна,Russian,Baltic,"Saint Petersburg, Russia"
"Мы собираемся пойти в кино на новый фильм в Кинотеатр ""Аврора""",Russian,Baltic,"Saint Petersburg, Russia"
Я собираюсь посетить Зоопарк в выходной день,Russian,Baltic,"Saint Petersburg, Russia"
Давай прогуляемся по Центральному парку культуры и отдыха,Russian,Baltic,"Saint Petersburg, Russia"
Я хочу сходить на выставку в Галерею Современного Искусства,Russian,Baltic,"Saint Petersburg, Russia"
"Верижне лыжы ар оролд-да, раэдвын, Кировская область.",Russian,Northern,Northern Russia
"Ноафинн сюлист дуайтен, мокшень, Архангельская область.",Russian,Northern,Northern Russia
"Ярмалы ныттулка чуктсай, карельской, Мурманская область.",Russian,Northern,Northern Russia
"Куин лоэдэм куонан малит, вепсской, Республика Карелия.",Russian,Northern,Northern Russia
"Тарайж кэнвэр ворттэ, коми, Республика Коми.",Russian,Northern,Northern Russia
"Утэн дёрэн веескэс, кольский, Мурманская область.",Russian,Northern,Northern Russia
"Вэллылкы дзудат пуолат, карельской, Республика Карелия.",Russian,Northern,Northern Russia
"Сюйрякы кэнзаныын, ненецкой, Ненецкий автономный округ.",Russian,Northern,Northern Russia
"Чуклуй кыргыт нярась, кетской, Томская область.",Russian,Northern,Northern Russia
"Ворталэм кылыэн велын, коми, Республика Коми.",Russian,Northern,Northern Russia
"Пуркын пуджэн суайт, нивхской, Сахалинская область.",Russian,Northern,Northern Russia
"Нэкчэ кэркэдэм, карельской, Мурманская область.",Russian,Northern,Northern Russia
"Туэла сэзэндын тэнды, вепсской, Республика Карелия.",Russian,Northern,Northern Russia
"Ворвон лондэн суярэд, коми, Республика Коми.",Russian,Northern,Northern Russia
"Конош люкй, ненецкой, Ненецкий автономный округ.",Russian,Northern,Northern Russia
"Чапон чонви, кетской, Томская область.",Russian,Northern,Northern Russia
"Сёмкэ кивэр, нивхской, Сахалинская область.",Russian,Northern,Northern Russia
"Тоэм туэлэд суомат, мокшень, Архангельская область.",Russian,Northern,Northern Russia
"Видькяй кудит суйыт, карельской, Республика Карелия.",Russian,Northern,Northern Russia
"Ворэль дырэ, вепсской, Республика Карелия.",Russian,Northern,Northern Russia
"Чакь кьывкъыбы шъэ, лакку, Дагестан.",Russian,Southern,Southern Russia
"Аул ятар къарта, ингушская, Республика Ингушетия.",Russian,Southern,Southern Russia
"Къырыт къырыт хуьлкъэ, чеченская, Чеченская Республика.",Russian,Southern,Southern Russia
"Безамакӏ лэшир зынзы, лезгинский, Республика Дагестан.",Russian,Southern,Southern Russia
"Къванца тахьат, аварская, Республика Дагестан.",Russian,Southern,Southern Russia
"Хъайба шалаб тавьал, адыгейская, Республика Адыгея.",Russian,Southern,Southern Russia
"Урысат балка, кабардинско-балкарская, Кабардино-Балкарская Республика.",Russian,Southern,Southern Russia
"Тулий туллаб къытыт, осетинская, Республика Северная Осетия — Алания.",Russian,Southern,Southern Russia
"Хъуэд къутан къэ, лакку, Дагестан.",Russian,Southern,Southern Russia
"Шолты къэзам бах, ингушская, Республика Ингушетия.",Russian,Southern,Southern Russia
"Зирех къапкъэ, чеченская, Чеченская Республика.",Russian,Southern,Southern Russia
"Тлиш бакьу, лезгинский, Республика Дагестан.",Russian,Southern,Southern Russia
"Урунца хьурхьэ, аварская, Республика Дагестан.",Russian,Southern,Southern Russia
"Тхьакъ мэбрэ, адыгейская, Республика Адыгея.",Russian,Southern,Southern Russia
"Къуръагъэл макъа, кабардинско-балкарская, Кабардино-Балкарская Республика.",Russian,Southern,Southern Russia
"Хӏур борд борд, осетинская, Республика Северная Осетия — Алания.",Russian,Southern,Southern Russia
"Къучбал ан, лакку, Дагестан.",Russian,Southern,Southern Russia
"Ибрахьам гулгул, ингушская, Республика Ингушетия.",Russian,Southern,Southern Russia
"Шатой зика, чеченская, Чеченская Республика.",Russian,Southern,Southern Russia
"Магарам агаз, лезгинский, Республика Дагестан.",Russian,Southern,Southern Russia
"Бутэ кырыг кыргын, тувинская, Республика Тыва.",Russian,Central,Central Russia
"Арасы мэң мот, бурятская, Республика Бурятия.",Russian,Central,Central Russia
"Тагыр хөлөг, казахская, Республика Башкортостан.",Russian,Central,Central Russia
"Кара ҡара бар, чувашская, Чувашская Республика.",Russian,Central,Central Russia
"Ыраҡ пур пурҡан, татарская, Республика Татарстан.",Russian,Central,Central Russia
"Халым чаа, башкирская, Республика Башкортостан.",Russian,Central,Central Russia
"Өрен һараа, тувинская, Республика Тыва.",Russian,Central,Central Russia
"Харат үлкө, бурятская, Республика Бурятия.",Russian,Central,Central Russia
"Ҡайшы болган, казахская, Республика Башкортостан.",Russian,Central,Central Russia
"Чӗнӗк чӗкӗ, чувашская, Чувашская Республика.",Russian,Central,Central Russia
"Тапмыр шак, татарская, Республика Татарстан.",Russian,Central,Central Russia
"Айғыр ҡуйыр, башкирская, Республика Башкортостан.",Russian,Central,Central Russia
"Сайын салга, тувинская, Республика Тыва.",Russian,Central,Central Russia
"Хэһэл могой, бурятская, Республика Бурятия.",Russian,Central,Central Russia
"Тӑҫал ҫӑван, чувашская, Чувашская Республика.",Russian,Central,Central Russia
"Иске кара, татарская, Республика Татарстан.",Russian,Central,Central Russia
"Төт ҡарҡын, башкирская, Республика Башкортостан.",Russian,Central,Central Russia
"Төрөткө үрөө, тувинская, Республика Тыва.",Russian,Central,Central Russia
"Бөхөл муху, бурятская, Республика Бурятия.",Russian,Central,Central Russia
"Ҫӗүлӗ ҫӗҫӗ, чувашская, Чувашская Республика.",Russian,Central,Central Russia
¿Cómo estás?,Spanish,Castilian,Spain
"Estoy bien, gracias.",Spanish,Castilian,Spain
¿Qué tal tu día?,Spanish,Castilian,Spain
¿Dónde está el baño?,Spanish,Castilian,Spain
¿Cuánto cuesta esto?,Spanish,Castilian,Spain
"Me gustaría un café, por favor.",Spanish,Castilian,Spain
¿Cómo te llamas?,Spanish,Castilian,Spain
Vivo en Madrid.,Spanish,Castilian,Spain
¿A qué hora es la cita?,Spanish,Castilian,Spain
"¿Puedes ayudarme, por favor?",Spanish,Castilian,Spain
Necesito ir al supermercado.,Spanish,Castilian,Spain
¿Qué hora es?,Spanish,Castilian,Spain
Tengo una reunión importante mañana.,Spanish,Castilian,Spain
¿Dónde está la estación de tren?,Spanish,Castilian,Spain
¿Cuál es tu comida favorita?,Spanish,Castilian,Spain
¿Cómo puedo llegar al museo?,Spanish,Castilian,Spain
¿Tienes hermanos o hermanas?,Spanish,Castilian,Spain
¿Cuándo es tu cumpleaños?,Spanish,Castilian,Spain
¿Qué deportes te gustan?,Spanish,Castilian,Spain
¿Puedes recomendarme un buen restaurante?,Spanish,Castilian,Spain
¿Cómo va todo?,Spanish,Andalusian,"Andalusia, Spain"
Me encanta la playa.,Spanish,Andalusian,"Andalusia, Spain"
¿Qué tiempo hace hoy?,Spanish,Andalusian,"Andalusia, Spain"
"¿Podrías repetirlo, por favor?",Spanish,Andalusian,"Andalusia, Spain"
¡Qué rico está este gazpacho!,Spanish,Andalusian,"Andalusia, Spain"
"No te preocupes, todo saldrá bien.",Spanish,Andalusian,"Andalusia, Spain"
¿Quieres dar un paseo por el centro?,Spanish,Andalusian,"Andalusia, Spain"
Vamos a tapear esta noche.,Spanish,Andalusian,"Andalusia, Spain"
"¿Cómo se dice ""playa"" en inglés?",Spanish,Andalusian,"Andalusia, Spain"
Este es el mejor sitio para comer pescaíto frito.,Spanish,Andalusian,"Andalusia, Spain"
"No te preocupes, lo solucionaremos.",Spanish,Andalusian,"Andalusia, Spain"
¡Qué arte tienes!,Spanish,Andalusian,"Andalusia, Spain"
¿Qué tienes planeado para el fin de semana?,Spanish,Andalusian,"Andalusia, Spain"
Estoy deseando ir de feria.,Spanish,Andalusian,"Andalusia, Spain"
¿Nos vemos en el bar de Antonio?,Spanish,Andalusian,"Andalusia, Spain"
¿Dónde está el mercado de abastos?,Spanish,Andalusian,"Andalusia, Spain"
¡Qué majo es tu hermano!,Spanish,Andalusian,"Andalusia, Spain"
Vamos a la sierra este fin de semana.,Spanish,Andalusian,"Andalusia, Spain"
"No te preocupes, yo te ayudo.",Spanish,Andalusian,"Andalusia, Spain"
¿Cómo ha ido tu día?,Spanish,Andalusian,"Andalusia, Spain"
Com estàs?,Spanish,Catalan,"Catalonia, Spain"
"Estic bé, gràcies.",Spanish,Catalan,"Catalonia, Spain"
Què tal el teu dia?,Spanish,Catalan,"Catalonia, Spain"
On és el bany?,Spanish,Catalan,"Catalonia, Spain"
Quant val això?,Spanish,Catalan,"Catalonia, Spain"
"Em donaries un cafè, si us plau?",Spanish,Catalan,"Catalonia, Spain"
Com et dius?,Spanish,Catalan,"Catalonia, Spain"
Jo visc a Barcelona.,Spanish,Catalan,"Catalonia, Spain"
A quina hora és la cita?,Spanish,Catalan,"Catalonia, Spain"
"Em pots ajudar, si us plau?",Spanish,Catalan,"Catalonia, Spain"
Necessito anar al supermercat.,Spanish,Catalan,"Catalonia, Spain"
Quina hora és?,Spanish,Catalan,"Catalonia, Spain"
Tinc una reunió important demà.,Spanish,Catalan,"Catalonia, Spain"
On és l'estació de tren?,Spanish,Catalan,"Catalonia, Spain"
Quin és el teu plat típic preferit?,Spanish,Catalan,"Catalonia, Spain"
Com puc arribar al museu?,Spanish,Catalan,"Catalonia, Spain"
Tens germans o germanes?,Spanish,Catalan,"Catalonia, Spain"
